2025-10-26 16:39:54.857342,1.0000,2025-10-15 15:21:26.315260,2025-10-15 15:21:26.315260
2025-10-26 16:39:55.154080,1.0000,2025-10-15 17:08:57.315260,2025-10-15 17:08:57.315260
2025-10-26 16:39:55.453514,0.6667,2025-10-15 16:01:13.315260,2025-10-15 16:01:13.315260
2025-10-26 16:39:55.753329,0.5243,2025-10-15 17:14:23.315260,2025-10-15 17:14:23.315260
2025-10-26 16:39:56.053454,0.6172,2025-10-15 17:04:03.315260,2025-10-15 17:04:03.315260
2025-10-26 16:39:56.353433,0.6755,2025-10-15 14:54:48.315260,2025-10-15 14:54:48.315260
2025-10-26 16:39:56.653527,0.7135,2025-10-15 14:42:13.315260,2025-10-15 14:42:13.315260
2025-10-26 16:39:56.953870,0.6162,2025-10-15 16:36:06.315260,2025-10-15 16:36:06.315260
2025-10-26 16:39:57.253123,0.5596,2025-10-15 14:47:07.315260,2025-10-15 14:47:07.315260
2025-10-26 16:39:57.552164,0.6098,2025-10-15 14:59:02.315260,2025-10-15 14:59:02.315260
2025-10-26 16:39:57.854062,0.5535,2025-10-15 17:05:37.315260,2025-10-15 17:05:37.315260
2025-10-26 16:39:58.153894,0.5085,2025-10-15 15:49:03.315260,2025-10-15 15:49:03.315260
2025-10-26 16:39:58.453951,0.5426,2025-10-15 16:43:38.215106,2025-10-15 16:43:38.215106
2025-10-26 16:39:58.753232,0.5074,2025-10-15 16:44:06.215106,2025-10-15 16:44:06.215106
2025-10-26 16:39:59.053031,0.5348,2025-10-15 16:43:51.215106,2025-10-15 16:43:51.215106
2025-10-26 16:39:59.354090,0.5026,2025-10-15 16:43:16.215106,2025-10-15 16:43:16.215106
2025-10-26 16:39:59.653631,0.5498,2025-10-15 16:42:51.215106,2025-10-15 16:42:51.215106
2025-10-26 16:39:59.953294,0.5156,2025-10-15 16:47:36.215106,2025-10-15 16:47:36.215106
2025-10-26 16:40:00.253010,0.4936,2025-10-15 16:48:45.215106,2025-10-15 16:48:45.215106
2025-10-26 16:40:00.553040,0.4594,2025-10-15 16:52:57.215106,2025-10-15 16:52:57.215106
2025-10-26 16:40:00.853708,0.4336,2025-10-15 16:52:53.215106,2025-10-15 16:52:53.215106
2025-10-26 16:40:01.153752,0.4165,2025-10-15 16:53:21.215106,2025-10-15 16:53:21.215106
2025-10-26 16:40:01.453271,0.3979,2025-10-15 16:52:55.215106,2025-10-15 16:52:55.215106
2025-10-26 16:40:01.753211,0.3803,2025-10-15 16:57:14.215106,2025-10-15 16:57:14.215106
2025-10-26 16:40:02.053264,0.4028,2025-10-15 16:56:26.215106,2025-10-15 16:56:26.215106
2025-10-26 16:40:02.352796,0.4281,2025-10-15 17:00:40.215106,2025-10-15 17:00:40.215106
2025-10-26 16:40:02.653070,0.4131,2025-10-15 17:05:22.215106,2025-10-15 17:05:22.215106
2025-10-26 16:40:02.953247,0.3958,2025-10-15 15:40:51.315260,2025-10-15 15:40:51.315260
2025-10-26 16:40:03.254000,0.3809,2025-10-15 17:14:06.315260,2025-10-15 17:14:06.315260
2025-10-26 16:40:03.553093,0.3699,2025-10-15 14:47:00.181059,2025-10-15 14:47:00.181059
2025-10-26 16:40:03.853322,0.3914,2025-10-15 17:04:12.315260,2025-10-15 17:04:12.315260
2025-10-26 16:40:04.154061,0.3804,2025-10-15 14:41:38.315260,2025-10-15 14:41:38.315260
2025-10-26 16:40:04.453008,0.3981,2025-10-15 16:10:37.315260,2025-10-15 16:10:37.315260
2025-10-26 16:40:04.753104,0.3852,2025-10-15 17:10:31.315260,2025-10-15 17:10:31.315260
2025-10-26 16:40:05.054133,0.4051,2025-10-15 15:20:16.315260,2025-10-15 15:20:16.315260
2025-10-26 16:40:05.353432,0.4207,2025-10-15 17:37:20.315260,2025-10-15 17:37:20.315260
2025-10-26 16:40:05.653985,0.4100,2025-10-15 15:13:11.315260,2025-10-15 15:13:11.315260
2025-10-26 16:40:05.953406,0.3981,2025-10-15 16:52:10.315260,2025-10-15 16:52:10.315260
2025-10-26 16:40:06.258359,0.4103,2025-10-15 17:20:37.315260,2025-10-15 17:20:37.315260
2025-10-26 16:40:06.553173,0.3998,2025-10-15 17:08:49.315260,2025-10-15 17:08:49.315260
2025-10-26 16:40:06.853734,0.3910,2025-10-15 15:57:22.315260,2025-10-15 15:57:22.315260
2025-10-26 16:40:07.153087,0.3818,2025-10-15 16:04:31.315260,2025-10-15 16:04:31.315260
2025-10-26 16:40:07.453059,0.4042,2025-10-15 14:45:45.181059,2025-10-15 14:45:45.181059
2025-10-26 16:40:07.753630,0.3956,2025-10-15 16:15:07.315260,2025-10-15 16:15:07.315260
2025-10-26 16:40:08.053877,0.4076,2025-10-15 17:00:40.315260,2025-10-15 17:00:40.315260
2025-10-26 16:40:08.354461,0.4182,2025-10-15 17:01:57.315260,2025-10-15 17:01:57.315260
2025-10-26 16:40:08.653156,0.4294,2025-10-15 15:31:27.315260,2025-10-15 15:31:27.315260
2025-10-26 16:40:08.954467,0.4230,2025-10-15 17:22:26.315260,2025-10-15 17:22:26.315260
2025-10-26 16:40:09.254139,0.4145,2025-10-15 15:24:28.315260,2025-10-15 15:24:28.315260
2025-10-26 16:40:09.554459,0.4060,2025-10-15 14:51:17.315260,2025-10-15 14:51:17.315260
2025-10-26 16:40:09.853651,0.3957,2025-10-15 16:19:23.315260,2025-10-15 16:19:23.315260
2025-10-26 16:40:10.153019,0.3873,2025-10-15 14:50:30.181059,2025-10-15 14:50:30.181059
2025-10-26 16:40:10.454631,0.4004,2025-10-15 17:01:19.315260,2025-10-15 17:01:19.315260
2025-10-26 16:40:10.753584,0.3921,2025-10-15 17:32:41.315260,2025-10-15 17:32:41.315260
2025-10-26 16:40:11.053378,0.3837,2025-10-15 17:31:30.315260,2025-10-15 17:31:30.315260
2025-10-26 16:40:11.353345,0.3779,2025-10-15 14:51:43.315260,2025-10-15 14:51:43.315260
2025-10-26 16:40:11.653503,0.3873,2025-10-15 17:32:40.315260,2025-10-15 17:32:40.315260
2025-10-26 16:40:11.954166,0.3815,2025-10-15 17:31:17.315260,2025-10-15 17:31:17.315260
2025-10-26 16:40:12.254374,0.3747,2025-10-15 14:55:36.315260,2025-10-15 14:55:36.315260
2025-10-26 16:40:12.553452,0.3690,2025-10-15 16:12:04.315260,2025-10-15 16:12:04.315260
2025-10-26 16:40:12.854179,0.3624,2025-10-15 16:33:29.315260,2025-10-15 16:33:29.315260
2025-10-26 16:40:13.154204,0.3558,2025-10-15 16:25:55.315260,2025-10-15 16:25:55.315260
2025-10-26 16:40:13.453619,0.3646,2025-10-15 17:39:24.315260,2025-10-15 17:39:24.315260
2025-10-26 16:40:13.753268,0.3586,2025-10-15 16:05:05.315260,2025-10-15 16:05:05.315260
2025-10-26 16:40:14.054079,0.3686,2025-10-15 17:31:29.315260,2025-10-15 17:31:29.315260
2025-10-26 16:40:14.353052,0.3625,2025-10-15 14:45:58.315260,2025-10-15 14:45:58.315260
2025-10-26 16:40:14.654235,0.3733,2025-10-15 16:49:14.315260,2025-10-15 16:49:14.315260
2025-10-26 16:40:14.953617,0.3675,2025-10-15 15:10:46.315260,2025-10-15 15:10:46.315260
2025-10-26 16:40:15.253939,0.3635,2025-10-15 15:35:56.315260,2025-10-15 15:35:56.315260
2025-10-26 16:40:15.552843,0.3591,2025-10-15 14:42:28.315260,2025-10-15 14:42:28.315260
2025-10-26 16:40:15.853147,0.3669,2025-10-15 16:33:27.315260,2025-10-15 16:33:27.315260
2025-10-26 16:40:16.153627,0.3745,2025-10-15 14:46:32.181059,2025-10-15 14:46:32.181059
2025-10-26 16:40:16.452401,0.3696,2025-10-15 15:36:53.315260,2025-10-15 15:36:53.315260
2025-10-26 16:40:16.754255,0.3639,2025-10-15 17:20:02.315260,2025-10-15 17:20:02.315260
2025-10-26 16:40:17.053230,0.3594,2025-10-15 17:14:49.315260,2025-10-15 17:14:49.315260
2025-10-26 16:40:17.354146,0.3554,2025-10-15 17:21:04.315260,2025-10-15 17:21:04.315260
2025-10-26 16:40:17.653725,0.3486,2025-10-15 16:46:03.315260,2025-10-15 16:46:03.315260
2025-10-26 16:40:17.953400,0.3446,2025-10-15 14:46:10.181059,2025-10-15 14:46:10.181059
2025-10-26 16:40:18.252320,0.3556,2025-10-15 17:05:31.315260,2025-10-15 17:05:31.315260
2025-10-26 16:40:18.553098,0.3510,2025-10-15 16:08:05.315260,2025-10-15 16:08:05.315260
2025-10-26 16:40:18.854177,0.3465,2025-10-15 16:59:50.315260,2025-10-15 16:59:50.315260
2025-10-26 16:40:19.153457,0.3561,2025-10-15 16:53:15.315260,2025-10-15 16:53:15.315260
2025-10-26 16:40:19.453395,0.3627,2025-10-15 15:49:17.315260,2025-10-15 15:49:17.315260
2025-10-26 16:40:19.753315,0.3594,2025-10-15 14:51:39.181059,2025-10-15 14:51:39.181059
2025-10-26 16:40:20.053264,0.3688,2025-10-15 15:51:10.315260,2025-10-15 15:51:10.315260
2025-10-26 16:40:20.354214,0.3745,2025-10-15 14:46:45.181059,2025-10-15 14:46:45.181059
2025-10-26 16:40:20.653682,0.3710,2025-10-15 16:39:20.315260,2025-10-15 16:39:20.315260
2025-10-26 16:40:20.954018,0.3670,2025-10-15 16:40:50.315260,2025-10-15 16:40:50.315260
2025-10-26 16:40:21.254245,0.3720,2025-10-15 17:18:55.315260,2025-10-15 17:18:55.315260
2025-10-26 16:40:21.553819,0.3668,2025-10-15 16:30:49.315260,2025-10-15 16:30:49.315260
2025-10-26 16:40:21.853774,0.3742,2025-10-15 15:59:18.315260,2025-10-15 15:59:18.315260
2025-10-26 16:40:22.153470,0.3848,2025-10-15 14:41:13.315260,2025-10-15 14:41:13.315260
2025-10-26 16:40:22.454460,0.3820,2025-10-15 16:41:34.315260,2025-10-15 16:41:34.315260
2025-10-26 16:40:22.753734,0.3784,2025-10-15 15:53:24.315260,2025-10-15 15:53:24.315260
2025-10-26 16:40:23.054168,0.3737,2025-10-15 14:51:15.315260,2025-10-15 14:51:15.315260
2025-10-26 16:40:23.353543,0.3684,2025-10-15 14:51:19.315260,2025-10-15 14:51:19.315260
2025-10-26 16:40:23.653468,0.3735,2025-10-15 17:06:21.315260,2025-10-15 17:06:21.315260
2025-10-26 16:40:23.953404,0.3693,2025-10-15 16:34:43.315260,2025-10-15 16:34:43.315260
2025-10-26 16:40:24.255212,0.3663,2025-10-15 16:14:42.315260,2025-10-15 16:14:42.315260
2025-10-26 16:40:24.553696,0.3630,2025-10-15 15:31:47.315260,2025-10-15 15:31:47.315260
2025-10-26 16:40:24.853711,0.3677,2025-10-15 16:26:19.315260,2025-10-15 16:26:19.315260
2025-10-26 16:40:25.153272,0.3761,2025-10-15 16:55:08.315260,2025-10-15 16:55:08.315260
2025-10-26 16:40:25.453323,0.3715,2025-10-15 17:27:16.315260,2025-10-15 17:27:16.315260
2025-10-26 16:40:25.753282,0.3680,2025-10-15 16:33:01.315260,2025-10-15 16:33:01.315260
2025-10-26 16:40:26.053629,0.3639,2025-10-15 15:26:36.315260,2025-10-15 15:26:36.315260
2025-10-26 16:40:26.353789,0.3607,2025-10-15 15:29:45.315260,2025-10-15 15:29:45.315260
2025-10-26 16:40:26.653244,0.3665,2025-10-15 17:33:57.315260,2025-10-15 17:33:57.315260
2025-10-26 16:40:26.953310,0.3633,2025-10-15 15:44:41.315260,2025-10-15 15:44:41.315260
2025-10-26 16:40:27.253589,0.3686,2025-10-15 17:33:15.315260,2025-10-15 17:33:15.315260
2025-10-26 16:40:27.557391,0.3737,2025-10-15 15:06:19.315260,2025-10-15 15:06:19.315260
2025-10-26 16:40:27.853067,0.3786,2025-10-15 14:42:00.315260,2025-10-15 14:42:00.315260
2025-10-26 16:40:28.153569,0.3759,2025-10-15 15:32:34.315260,2025-10-15 15:32:34.315260
2025-10-26 16:40:28.453571,0.3729,2025-10-15 16:53:46.315260,2025-10-15 16:53:46.315260
2025-10-26 16:40:28.753260,0.3697,2025-10-15 16:59:38.315260,2025-10-15 16:59:38.315260
2025-10-26 16:40:29.054180,0.3768,2025-10-15 15:24:13.315260,2025-10-15 15:24:13.315260
2025-10-26 16:40:29.352879,0.3742,2025-10-15 16:00:26.315260,2025-10-15 16:00:26.315260
2025-10-26 16:40:29.653739,0.3712,2025-10-15 15:03:44.315260,2025-10-15 15:03:44.315260
2025-10-26 16:40:29.953652,0.3679,2025-10-15 16:52:30.315260,2025-10-15 16:52:30.315260
2025-10-26 16:40:30.253414,0.3644,2025-10-15 17:33:07.315260,2025-10-15 17:33:07.315260
2025-10-26 16:40:30.554641,0.3710,2025-10-15 17:07:52.315260,2025-10-15 17:07:52.315260
2025-10-26 16:40:30.854083,0.3678,2025-10-15 15:15:23.315260,2025-10-15 15:15:23.315260
2025-10-26 16:40:31.153319,0.3650,2025-10-15 16:22:32.315260,2025-10-15 16:22:32.315260
2025-10-26 17:42:23.672612,22.0000,2025-10-15 17:39:24.315260,2025-10-15 17:38:24.315260
